instance name;fleet name;opt?;routes
Cdp202;new_MI2_base;false;0
Cdp203;new_MI2_base;true;1: (0 5 99 100 97 92 94 95 3 4 91 101 ) ,2: (0 6 32 33 37 36 34 29 101 ) ,3: (0 12 14 16 15 13 9 11 10 101 ) ,4: (0 17 19 18 25 8 101 ) ,5: (0 20 22 24 27 30 21 101 ) ,6: (0 31 35 38 39 28 26 23 101 ) ,7: (0 47 52 50 51 45 42 43 48 101 ) ,8: (0 67 63 62 74 72 61 64 66 101 ) ,9: (0 68 65 55 57 40 44 46 41 101 ) ,10: (0 69 49 54 53 56 58 60 59 101 ) ,11: (0 85 81 76 71 70 73 80 79 96 101 ) ,12: (0 90 86 88 84 83 82 78 77 87 101 ) ,13: (0 93 75 2 1 98 7 89 101 ) ,
Cdp204;new_MI2_base;false;0
Cdp205;new_MI2_base;true;1: (0 6 32 33 34 28 26 23 21 101 ) ,2: (0 18 19 16 14 12 15 17 101 ) ,3: (0 20 22 24 27 29 30 101 ) ,4: (0 25 13 9 11 10 8 101 ) ,5: (0 31 35 37 38 39 36 101 ) ,6: (0 52 51 50 47 42 43 48 101 ) ,7: (0 54 53 56 58 60 59 44 45 101 ) ,8: (0 63 96 78 77 87 101 ) ,9: (0 67 62 74 72 61 64 66 69 101 ) ,10: (0 68 65 49 55 57 40 46 41 101 ) ,11: (0 75 99 100 97 92 94 95 3 91 101 ) ,12: (0 82 85 76 71 70 73 80 79 81 101 ) ,13: (0 88 84 83 86 90 101 ) ,14: (0 93 5 2 1 98 7 4 89 101 ) ,
Cdp206;new_MI2_base;true;1: (0 1 99 100 97 92 94 95 89 101 ) ,2: (0 6 32 33 37 38 35 31 101 ) ,3: (0 7 98 3 4 91 90 101 ) ,4: (0 18 19 15 16 14 12 11 10 101 ) ,5: (0 20 22 24 27 29 30 21 101 ) ,6: (0 25 17 13 9 8 101 ) ,7: (0 34 36 39 28 26 23 101 ) ,8: (0 47 52 51 50 42 43 48 101 ) ,9: (0 54 53 56 58 60 59 44 45 101 ) ,10: (0 63 62 74 72 61 64 66 69 101 ) ,11: (0 67 68 65 49 55 57 40 46 41 101 ) ,12: (0 85 76 71 70 73 80 79 81 78 101 ) ,13: (0 88 86 84 83 82 77 87 96 101 ) ,14: (0 93 75 2 5 101 ) ,
Cdp207;new_MI2_base;true;1: (0 1 99 100 97 92 94 95 98 89 101 ) ,2: (0 6 32 33 35 31 51 50 52 47 43 101 ) ,3: (0 21 25 17 13 9 11 10 8 101 ) ,4: (0 22 27 30 29 24 20 101 ) ,5: (0 23 18 19 15 16 14 12 101 ) ,6: (0 34 36 37 38 39 28 26 101 ) ,7: (0 67 63 62 74 72 61 64 66 101 ) ,8: (0 68 65 55 57 40 44 46 45 42 41 48 101 ) ,9: (0 69 49 54 53 56 58 60 59 101 ) ,10: (0 85 76 71 70 73 80 79 81 78 101 ) ,11: (0 88 86 84 83 82 77 87 96 101 ) ,12: (0 93 5 75 2 7 3 4 91 90 101 ) ,
Cdp208;new_MI2_base;false;1: (0 1 99 100 97 92 94 95 98 101 ) ,2: (0 5 2 75 93 101 ) ,3: (0 6 34 36 39 28 26 23 101 ) ,4: (0 18 19 15 16 14 12 11 10 101 ) ,5: (0 20 22 24 27 29 30 21 101 ) ,6: (0 25 17 13 9 8 101 ) ,7: (0 32 33 37 38 35 31 52 47 101 ) ,8: (0 54 53 56 58 60 59 40 41 101 ) ,9: (0 63 62 74 72 61 64 69 101 ) ,10: (0 65 49 55 57 44 51 50 101 ) ,11: (0 67 66 68 46 45 42 43 48 101 ) ,12: (0 85 76 71 70 73 80 79 81 78 101 ) ,13: (0 88 84 83 82 77 87 96 101 ) ,14: (0 89 7 3 4 91 86 90 101 ) ,
RCdp101;new_MI2_base;true;1: (0 2 6 101 ) ,2: (0 3 4 101 ) ,3: (0 5 45 1 101 ) ,4: (0 7 8 46 101 ) ,5: (0 11 53 101 ) ,6: (0 14 12 101 ) ,7: (0 16 15 101 ) ,8: (0 19 20 101 ) ,9: (0 21 18 25 101 ) ,10: (0 22 49 101 ) ,11: (0 23 48 101 ) ,12: (0 30 28 26 101 ) ,13: (0 31 27 29 101 ) ,14: (0 33 34 101 ) ,15: (0 36 39 101 ) ,16: (0 40 35 101 ) ,17: (0 42 44 43 101 ) ,18: (0 47 17 101 ) ,19: (0 51 76 101 ) ,20: (0 61 41 54 101 ) ,21: (0 63 89 101 ) ,22: (0 64 84 85 101 ) ,23: (0 65 59 87 101 ) ,24: (0 66 56 91 101 ) ,25: (0 68 70 100 101 ) ,26: (0 69 90 101 ) ,27: (0 72 38 37 101 ) ,28: (0 73 78 101 ) ,29: (0 75 58 77 101 ) ,30: (0 79 60 101 ) ,31: (0 81 96 101 ) ,32: (0 82 9 101 ) ,33: (0 83 52 57 101 ) ,34: (0 86 74 24 101 ) ,35: (0 92 62 67 71 93 101 ) ,36: (0 94 80 101 ) ,37: (0 95 50 32 101 ) ,38: (0 97 13 101 ) ,39: (0 98 88 55 101 ) ,40: (0 99 10 101 ) ,
RCdp102;new_MI2_base;true;1: (0 1 5 45 101 ) ,2: (0 2 3 101 ) ,3: (0 6 8 7 101 ) ,4: (0 9 10 101 ) ,5: (0 11 13 101 ) ,6: (0 12 14 101 ) ,7: (0 16 15 53 101 ) ,8: (0 18 48 21 20 101 ) ,9: (0 19 49 101 ) ,10: (0 22 24 101 ) ,11: (0 23 25 101 ) ,12: (0 26 29 101 ) ,13: (0 27 30 101 ) ,14: (0 33 28 31 101 ) ,15: (0 34 62 101 ) ,16: (0 36 37 101 ) ,17: (0 38 41 101 ) ,18: (0 39 42 44 43 101 ) ,19: (0 40 35 101 ) ,20: (0 46 4 101 ) ,21: (0 50 32 101 ) ,22: (0 57 74 59 101 ) ,23: (0 61 54 72 101 ) ,24: (0 65 82 90 101 ) ,25: (0 66 56 91 101 ) ,26: (0 68 70 100 101 ) ,27: (0 69 101 ) ,28: (0 71 67 93 101 ) ,29: (0 73 78 101 ) ,30: (0 75 58 77 101 ) ,31: (0 76 51 101 ) ,32: (0 79 60 101 ) ,33: (0 83 64 84 101 ) ,34: (0 87 97 101 ) ,35: (0 88 55 101 ) ,36: (0 94 92 80 101 ) ,37: (0 95 63 89 85 101 ) ,38: (0 96 81 101 ) ,39: (0 98 47 17 101 ) ,40: (0 99 86 52 101 ) ,
RCdp103;new_MI2_base;true;1: (0 1 3 5 101 ) ,2: (0 2 6 101 ) ,3: (0 7 8 46 100 101 ) ,4: (0 10 17 101 ) ,5: (0 11 53 101 ) ,6: (0 12 9 13 101 ) ,7: (0 15 16 14 101 ) ,8: (0 18 48 21 101 ) ,9: (0 19 24 101 ) ,10: (0 22 49 101 ) ,11: (0 23 25 101 ) ,12: (0 26 28 32 101 ) ,13: (0 27 29 101 ) ,14: (0 34 33 93 101 ) ,15: (0 35 37 101 ) ,16: (0 36 39 101 ) ,17: (0 40 43 101 ) ,18: (0 42 44 41 101 ) ,19: (0 45 4 101 ) ,20: (0 54 81 101 ) ,21: (0 63 89 85 101 ) ,22: (0 64 66 101 ) ,23: (0 65 90 101 ) ,24: (0 68 70 101 ) ,25: (0 69 55 101 ) ,26: (0 71 31 30 101 ) ,27: (0 72 38 61 101 ) ,28: (0 74 58 59 101 ) ,29: (0 76 51 101 ) ,30: (0 79 73 47 101 ) ,31: (0 83 57 82 101 ) ,32: (0 84 56 101 ) ,33: (0 86 52 101 ) ,34: (0 88 60 101 ) ,35: (0 91 92 80 101 ) ,36: (0 94 96 101 ) ,37: (0 95 50 62 67 101 ) ,38: (0 97 87 101 ) ,39: (0 98 78 101 ) ,40: (0 99 75 77 20 101 ) ,
RCdp104;new_MI2_base;true;1: (0 1 3 5 101 ) ,2: (0 2 6 101 ) ,3: (0 4 100 101 ) ,4: (0 7 8 46 45 101 ) ,5: (0 9 13 12 101 ) ,6: (0 10 17 101 ) ,7: (0 11 14 101 ) ,8: (0 19 24 101 ) ,9: (0 22 20 101 ) ,10: (0 23 48 49 101 ) ,11: (0 25 21 18 101 ) ,12: (0 32 27 31 101 ) ,13: (0 33 26 28 101 ) ,14: (0 34 29 30 101 ) ,15: (0 35 72 101 ) ,16: (0 36 39 101 ) ,17: (0 43 42 101 ) ,18: (0 44 40 101 ) ,19: (0 47 16 15 101 ) ,20: (0 51 76 101 ) ,21: (0 54 41 101 ) ,22: (0 55 88 101 ) ,23: (0 57 58 77 101 ) ,24: (0 59 75 74 101 ) ,25: (0 60 78 53 101 ) ,26: (0 61 38 101 ) ,27: (0 68 101 ) ,28: (0 69 98 82 101 ) ,29: (0 70 37 101 ) ,30: (0 79 73 101 ) ,31: (0 80 92 94 101 ) ,32: (0 83 64 66 101 ) ,33: (0 87 97 101 ) ,34: (0 89 63 85 101 ) ,35: (0 90 65 101 ) ,36: (0 91 56 84 101 ) ,37: (0 93 71 67 101 ) ,38: (0 95 50 62 101 ) ,39: (0 96 81 101 ) ,40: (0 99 86 52 101 ) ,
RCdp105;new_MI2_base;true;1: (0 1 46 8 101 ) ,2: (0 4 3 101 ) ,3: (0 5 45 101 ) ,4: (0 6 2 101 ) ,5: (0 7 79 101 ) ,6: (0 9 59 74 101 ) ,7: (0 10 12 101 ) ,8: (0 11 13 101 ) ,9: (0 14 47 17 101 ) ,10: (0 15 16 101 ) ,11: (0 18 21 25 101 ) ,12: (0 19 49 101 ) ,13: (0 22 20 101 ) ,14: (0 23 24 101 ) ,15: (0 26 28 29 101 ) ,16: (0 31 27 93 101 ) ,17: (0 34 33 101 ) ,18: (0 35 37 101 ) ,19: (0 36 42 101 ) ,20: (0 38 41 101 ) ,21: (0 39 44 101 ) ,22: (0 40 43 101 ) ,23: (0 50 30 32 101 ) ,24: (0 51 89 85 101 ) ,25: (0 63 76 48 101 ) ,26: (0 65 64 66 101 ) ,27: (0 68 70 100 101 ) ,28: (0 69 98 53 82 101 ) ,29: (0 71 72 61 101 ) ,30: (0 78 73 60 101 ) ,31: (0 80 91 101 ) ,32: (0 81 54 101 ) ,33: (0 83 57 90 101 ) ,34: (0 87 75 58 101 ) ,35: (0 88 55 101 ) ,36: (0 92 62 67 101 ) ,37: (0 95 84 56 101 ) ,38: (0 96 94 101 ) ,39: (0 97 77 101 ) ,40: (0 99 86 52 101 ) ,
RCdp106;new_MI2_base;true;1: (0 2 6 101 ) ,2: (0 4 46 101 ) ,3: (0 5 1 3 101 ) ,4: (0 7 8 45 101 ) ,5: (0 10 9 101 ) ,6: (0 11 14 101 ) ,7: (0 15 17 101 ) ,8: (0 18 21 25 101 ) ,9: (0 19 49 101 ) ,10: (0 22 20 101 ) ,11: (0 23 48 24 101 ) ,12: (0 31 29 27 101 ) ,13: (0 33 26 32 101 ) ,14: (0 34 28 101 ) ,15: (0 36 37 101 ) ,16: (0 38 35 101 ) ,17: (0 43 40 101 ) ,18: (0 44 42 41 39 101 ) ,19: (0 47 16 13 101 ) ,20: (0 59 75 77 74 101 ) ,21: (0 61 68 101 ) ,22: (0 63 89 101 ) ,23: (0 65 66 101 ) ,24: (0 67 62 50 101 ) ,25: (0 69 98 82 101 ) ,26: (0 70 100 55 101 ) ,27: (0 72 54 101 ) ,28: (0 76 85 30 101 ) ,29: (0 78 12 101 ) ,30: (0 79 73 53 101 ) ,31: (0 81 96 80 101 ) ,32: (0 83 64 56 101 ) ,33: (0 86 58 101 ) ,34: (0 87 97 101 ) ,35: (0 88 60 101 ) ,36: (0 92 91 101 ) ,37: (0 94 71 93 101 ) ,38: (0 95 84 51 101 ) ,39: (0 99 52 57 90 101 ) ,
RCdp107;new_MI2_base;true;1: (0 1 45 46 101 ) ,2: (0 2 7 101 ) ,3: (0 4 8 101 ) ,4: (0 5 3 101 ) ,5: (0 9 10 101 ) ,6: (0 11 13 101 ) ,7: (0 12 17 47 101 ) ,8: (0 15 16 14 101 ) ,9: (0 19 49 101 ) ,10: (0 22 48 101 ) ,11: (0 23 21 24 101 ) ,12: (0 25 18 20 101 ) ,13: (0 27 26 101 ) ,14: (0 34 28 32 101 ) ,15: (0 37 35 43 101 ) ,16: (0 38 39 44 101 ) ,17: (0 40 42 101 ) ,18: (0 55 88 101 ) ,19: (0 59 75 77 74 101 ) ,20: (0 61 72 54 101 ) ,21: (0 64 51 63 101 ) ,22: (0 65 83 66 101 ) ,23: (0 67 31 29 30 101 ) ,24: (0 68 70 100 101 ) ,25: (0 69 98 53 90 101 ) ,26: (0 76 85 101 ) ,27: (0 78 73 60 101 ) ,28: (0 79 6 101 ) ,29: (0 80 91 101 ) ,30: (0 81 36 101 ) ,31: (0 82 99 52 57 101 ) ,32: (0 86 58 101 ) ,33: (0 87 97 101 ) ,34: (0 89 33 101 ) ,35: (0 92 50 62 101 ) ,36: (0 94 71 93 101 ) ,37: (0 95 84 56 101 ) ,38: (0 96 41 101 ) ,
RCdp108;new_MI2_base;true;1: (0 1 3 5 101 ) ,2: (0 4 46 101 ) ,3: (0 6 8 7 101 ) ,4: (0 10 9 101 ) ,5: (0 11 13 101 ) ,6: (0 14 47 17 101 ) ,7: (0 15 16 101 ) ,8: (0 19 48 101 ) ,9: (0 20 21 25 24 101 ) ,10: (0 22 49 101 ) ,11: (0 23 18 101 ) ,12: (0 26 28 101 ) ,13: (0 27 29 31 101 ) ,14: (0 32 34 101 ) ,15: (0 36 39 101 ) ,16: (0 38 41 101 ) ,17: (0 43 44 101 ) ,18: (0 50 30 33 101 ) ,19: (0 51 76 101 ) ,20: (0 54 35 37 101 ) ,21: (0 55 2 100 101 ) ,22: (0 59 75 77 74 101 ) ,23: (0 60 73 78 101 ) ,24: (0 61 40 72 101 ) ,25: (0 64 89 63 85 101 ) ,26: (0 65 83 66 101 ) ,27: (0 68 101 ) ,28: (0 69 82 90 101 ) ,29: (0 70 42 101 ) ,30: (0 80 91 56 101 ) ,31: (0 81 96 71 101 ) ,32: (0 84 62 67 95 101 ) ,33: (0 86 58 101 ) ,34: (0 87 97 101 ) ,35: (0 88 12 53 101 ) ,36: (0 92 94 93 101 ) ,37: (0 98 79 45 101 ) ,38: (0 99 52 57 101 ) ,
RCdp201;new_MI2_base;true;1: (0 5 45 2 6 7 8 46 3 1 4 100 70 101 ) ,2: (0 14 47 16 15 11 12 53 90 101 ) ,3: (0 64 23 21 18 19 49 22 20 24 101 ) ,4: (0 65 83 59 75 97 74 58 77 25 48 101 ) ,5: (0 69 98 88 78 73 79 60 55 101 ) ,6: (0 72 36 39 42 44 38 41 54 96 101 ) ,7: (0 81 61 40 35 37 43 68 101 ) ,8: (0 82 52 99 57 86 87 9 10 13 17 101 ) ,9: (0 92 62 33 28 27 29 31 30 67 71 93 101 ) ,10: (0 94 50 34 26 32 89 91 80 101 ) ,11: (0 95 63 85 76 51 84 56 66 101 ) ,
RCdp202;new_MI2_base;true;1: (0 2 45 4 5 3 1 70 100 101 ) ,2: (0 42 39 36 38 44 61 68 101 ) ,3: (0 57 86 87 59 97 75 58 77 25 101 ) ,4: (0 64 19 23 21 48 18 49 22 20 24 83 101 ) ,5: (0 65 82 14 47 16 15 11 9 99 90 101 ) ,6: (0 69 98 53 10 12 17 13 74 52 101 ) ,7: (0 81 41 40 43 35 37 72 54 101 ) ,8: (0 88 78 73 79 7 8 46 6 60 55 101 ) ,9: (0 91 63 51 76 89 85 95 80 101 ) ,10: (0 92 62 33 28 26 27 29 31 30 32 34 93 101 ) ,11: (0 96 71 94 67 50 84 56 66 101 ) ,
RCdp203;new_MI2_base;false;0
RCdp204;new_MI2_base;false;0
