instance name;fleet name;opt?;routes
Rdp101;1vehc1pcs50perc;true;1: (0 2 87 97 13 101 ) ,2: (0 5 61 85 37 93 101 ) ,3: (0 12 54 24 80 101 ) ,4: (0 14 44 38 43 101 ) ,5: (0 21 73 41 56 4 101 ) ,6: (0 27 31 88 7 101 ) ,7: (0 28 76 79 3 68 77 101 ) ,8: (0 29 78 34 35 101 ) ,9: (0 33 81 50 101 ) ,10: (0 36 47 19 8 46 17 101 ) ,11: (0 39 23 67 55 25 101 ) ,12: (0 40 26 101 ) ,13: (0 45 83 84 60 89 101 ) ,14: (0 52 101 ) ,15: (0 53 101 ) ,16: (0 59 99 94 96 101 ) ,17: (0 62 11 90 10 101 ) ,18: (0 63 64 49 48 101 ) ,19: (0 65 71 9 66 1 101 ) ,20: (0 69 30 51 20 32 70 101 ) ,21: (0 72 75 22 74 58 101 ) ,22: (0 82 18 6 101 ) ,23: (0 92 42 15 57 101 ) ,24: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs55perc;true;1: (0 2 21 73 41 56 4 101 ) ,2: (0 5 83 61 85 37 93 101 ) ,3: (0 12 76 79 3 54 24 80 101 ) ,4: (0 14 44 38 43 13 101 ) ,5: (0 27 31 88 7 101 ) ,6: (0 28 29 78 34 35 77 101 ) ,7: (0 33 81 50 68 101 ) ,8: (0 36 47 19 8 46 17 101 ) ,9: (0 39 23 67 55 25 101 ) ,10: (0 40 53 26 101 ) ,11: (0 45 82 18 84 60 89 101 ) ,12: (0 52 6 101 ) ,13: (0 59 99 94 96 101 ) ,14: (0 62 11 90 10 101 ) ,15: (0 63 64 49 48 101 ) ,16: (0 65 71 9 66 1 101 ) ,17: (0 69 30 51 20 32 70 101 ) ,18: (0 72 75 22 74 58 101 ) ,19: (0 92 42 15 87 57 97 101 ) ,20: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs60perc;true;1: (0 2 87 97 13 101 ) ,2: (0 5 61 85 37 93 101 ) ,3: (0 12 54 24 80 101 ) ,4: (0 14 44 38 43 101 ) ,5: (0 21 73 41 56 4 101 ) ,6: (0 27 31 88 7 101 ) ,7: (0 28 76 79 3 68 77 101 ) ,8: (0 29 78 34 35 101 ) ,9: (0 33 81 50 101 ) ,10: (0 36 47 19 8 46 17 101 ) ,11: (0 39 23 67 55 25 101 ) ,12: (0 40 26 101 ) ,13: (0 45 83 84 60 89 101 ) ,14: (0 52 101 ) ,15: (0 53 101 ) ,16: (0 59 99 94 96 101 ) ,17: (0 62 11 90 10 101 ) ,18: (0 63 64 49 48 101 ) ,19: (0 65 71 9 66 1 101 ) ,20: (0 69 30 51 20 32 70 101 ) ,21: (0 72 75 22 74 58 101 ) ,22: (0 82 18 6 101 ) ,23: (0 92 42 15 57 101 ) ,24: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs65perc;true;1: (0 2 87 97 13 101 ) ,2: (0 5 61 85 37 93 101 ) ,3: (0 12 54 24 80 101 ) ,4: (0 14 44 38 43 101 ) ,5: (0 21 73 41 56 4 101 ) ,6: (0 27 31 88 7 101 ) ,7: (0 28 76 79 3 68 77 101 ) ,8: (0 29 78 34 35 101 ) ,9: (0 33 81 50 101 ) ,10: (0 36 47 19 8 46 17 101 ) ,11: (0 39 23 67 55 25 101 ) ,12: (0 40 26 101 ) ,13: (0 45 83 84 60 89 101 ) ,14: (0 52 101 ) ,15: (0 53 101 ) ,16: (0 59 99 94 96 101 ) ,17: (0 62 11 90 10 101 ) ,18: (0 63 64 49 48 101 ) ,19: (0 65 71 9 66 1 101 ) ,20: (0 69 30 51 20 32 70 101 ) ,21: (0 72 75 22 74 58 101 ) ,22: (0 82 18 6 101 ) ,23: (0 92 42 15 57 101 ) ,24: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs70perc;true;1: (0 2 87 97 13 101 ) ,2: (0 5 61 85 37 93 101 ) ,3: (0 12 54 24 80 101 ) ,4: (0 14 44 38 43 101 ) ,5: (0 21 73 41 56 4 101 ) ,6: (0 27 52 101 ) ,7: (0 28 76 79 3 68 77 101 ) ,8: (0 29 78 34 35 101 ) ,9: (0 31 88 7 101 ) ,10: (0 33 81 50 101 ) ,11: (0 36 47 19 8 46 17 101 ) ,12: (0 39 23 67 55 25 101 ) ,13: (0 40 26 101 ) ,14: (0 45 83 84 60 89 101 ) ,15: (0 53 101 ) ,16: (0 59 99 94 96 101 ) ,17: (0 62 11 90 10 101 ) ,18: (0 63 64 49 48 101 ) ,19: (0 65 71 9 66 1 101 ) ,20: (0 69 30 51 20 32 70 101 ) ,21: (0 72 75 22 74 58 101 ) ,22: (0 82 18 6 101 ) ,23: (0 92 42 15 57 101 ) ,24: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs75perc;true;1: (0 2 87 97 13 101 ) ,2: (0 5 61 85 37 93 101 ) ,3: (0 12 54 24 80 101 ) ,4: (0 14 44 38 43 101 ) ,5: (0 21 73 41 56 4 101 ) ,6: (0 27 52 101 ) ,7: (0 28 76 79 3 68 77 101 ) ,8: (0 29 78 34 35 101 ) ,9: (0 31 88 7 101 ) ,10: (0 33 81 50 101 ) ,11: (0 36 47 19 8 46 17 101 ) ,12: (0 39 23 67 55 25 101 ) ,13: (0 40 26 101 ) ,14: (0 45 83 84 60 89 101 ) ,15: (0 53 101 ) ,16: (0 59 99 94 96 101 ) ,17: (0 62 11 90 10 101 ) ,18: (0 63 64 49 48 101 ) ,19: (0 65 71 9 66 1 101 ) ,20: (0 69 30 51 20 32 70 101 ) ,21: (0 72 75 22 74 58 101 ) ,22: (0 82 18 6 101 ) ,23: (0 92 42 15 57 101 ) ,24: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs80perc;true;1: (0 2 87 97 13 101 ) ,2: (0 5 61 85 37 93 101 ) ,3: (0 12 54 24 80 101 ) ,4: (0 14 44 38 43 101 ) ,5: (0 21 73 41 56 4 101 ) ,6: (0 27 52 101 ) ,7: (0 28 76 79 3 68 77 101 ) ,8: (0 29 78 34 35 101 ) ,9: (0 31 88 7 101 ) ,10: (0 33 81 50 101 ) ,11: (0 36 47 19 8 46 17 101 ) ,12: (0 39 23 67 55 25 101 ) ,13: (0 40 26 101 ) ,14: (0 45 83 84 60 89 101 ) ,15: (0 53 101 ) ,16: (0 59 99 94 96 101 ) ,17: (0 62 11 90 10 101 ) ,18: (0 63 64 49 48 101 ) ,19: (0 65 71 9 66 1 101 ) ,20: (0 69 30 51 20 32 70 101 ) ,21: (0 72 75 22 74 58 101 ) ,22: (0 82 18 6 101 ) ,23: (0 92 42 15 57 101 ) ,24: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs85perc;true;1: (0 2 87 97 13 101 ) ,2: (0 5 61 85 37 93 101 ) ,3: (0 12 54 24 80 101 ) ,4: (0 14 44 38 43 101 ) ,5: (0 21 73 41 56 4 101 ) ,6: (0 27 52 101 ) ,7: (0 28 76 79 3 68 77 101 ) ,8: (0 29 78 34 35 101 ) ,9: (0 31 88 7 101 ) ,10: (0 33 81 50 101 ) ,11: (0 36 47 19 8 46 17 101 ) ,12: (0 39 23 67 55 25 101 ) ,13: (0 40 26 101 ) ,14: (0 45 83 84 60 89 101 ) ,15: (0 53 101 ) ,16: (0 59 99 94 96 101 ) ,17: (0 62 11 90 10 101 ) ,18: (0 63 64 49 48 101 ) ,19: (0 65 71 9 66 1 101 ) ,20: (0 69 30 51 20 32 70 101 ) ,21: (0 72 75 22 74 58 101 ) ,22: (0 82 18 6 101 ) ,23: (0 92 42 15 57 101 ) ,24: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs90perc;true;1: (0 2 21 73 41 56 4 101 ) ,2: (0 5 83 61 85 37 93 101 ) ,3: (0 12 76 79 3 54 24 80 101 ) ,4: (0 14 44 38 43 13 101 ) ,5: (0 27 31 88 7 101 ) ,6: (0 28 29 78 34 35 77 101 ) ,7: (0 33 81 50 68 101 ) ,8: (0 36 47 19 8 46 17 101 ) ,9: (0 39 23 67 55 25 101 ) ,10: (0 40 53 26 101 ) ,11: (0 45 82 18 84 60 89 101 ) ,12: (0 52 6 101 ) ,13: (0 59 99 94 96 101 ) ,14: (0 62 11 90 10 101 ) ,15: (0 63 64 49 48 101 ) ,16: (0 65 71 9 66 1 101 ) ,17: (0 69 30 51 20 32 70 101 ) ,18: (0 72 75 22 74 58 101 ) ,19: (0 92 42 15 87 57 97 101 ) ,20: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs95perc;true;1: (0 2 21 73 41 56 4 101 ) ,2: (0 5 83 61 85 37 93 101 ) ,3: (0 12 76 79 3 54 24 80 101 ) ,4: (0 14 44 38 43 13 101 ) ,5: (0 27 31 88 7 101 ) ,6: (0 28 29 78 34 35 77 101 ) ,7: (0 33 81 50 68 101 ) ,8: (0 36 47 19 8 46 17 101 ) ,9: (0 39 23 67 55 25 101 ) ,10: (0 40 53 26 101 ) ,11: (0 45 82 18 84 60 89 101 ) ,12: (0 52 6 101 ) ,13: (0 59 99 94 96 101 ) ,14: (0 62 11 90 10 101 ) ,15: (0 63 64 49 48 101 ) ,16: (0 65 71 9 66 1 101 ) ,17: (0 69 30 51 20 32 70 101 ) ,18: (0 72 75 22 74 58 101 ) ,19: (0 92 42 15 87 57 97 101 ) ,20: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs100perc;true;1: (0 2 21 73 41 56 4 101 ) ,2: (0 5 83 61 85 37 93 101 ) ,3: (0 12 76 79 3 54 24 80 101 ) ,4: (0 14 44 38 43 13 101 ) ,5: (0 27 31 88 7 101 ) ,6: (0 28 29 78 34 35 77 101 ) ,7: (0 33 81 50 68 101 ) ,8: (0 36 47 19 8 46 17 101 ) ,9: (0 39 23 67 55 25 101 ) ,10: (0 40 53 26 101 ) ,11: (0 45 82 18 84 60 89 101 ) ,12: (0 52 6 101 ) ,13: (0 59 99 94 96 101 ) ,14: (0 62 11 90 10 101 ) ,15: (0 63 64 49 48 101 ) ,16: (0 65 71 9 66 1 101 ) ,17: (0 69 30 51 20 32 70 101 ) ,18: (0 72 75 22 74 58 101 ) ,19: (0 92 42 15 87 57 97 101 ) ,20: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs105perc;true;1: (0 2 21 73 41 56 4 101 ) ,2: (0 12 76 79 3 54 24 80 101 ) ,3: (0 14 44 38 43 101 ) ,4: (0 27 31 88 7 101 ) ,5: (0 28 29 78 34 35 77 101 ) ,6: (0 33 81 50 68 101 ) ,7: (0 36 47 19 8 46 17 101 ) ,8: (0 39 23 67 55 25 101 ) ,9: (0 40 53 26 101 ) ,10: (0 45 83 84 60 89 101 ) ,11: (0 52 99 94 96 101 ) ,12: (0 59 5 61 85 37 93 101 ) ,13: (0 62 11 90 10 101 ) ,14: (0 63 64 49 48 101 ) ,15: (0 65 71 9 66 1 101 ) ,16: (0 69 30 51 20 32 70 101 ) ,17: (0 72 75 22 74 58 101 ) ,18: (0 82 18 6 101 ) ,19: (0 92 42 15 87 57 97 13 101 ) ,20: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs110perc;true;1: (0 2 21 73 41 56 4 101 ) ,2: (0 12 76 79 3 54 24 80 101 ) ,3: (0 14 44 38 43 101 ) ,4: (0 27 31 88 7 101 ) ,5: (0 28 29 78 34 35 77 101 ) ,6: (0 33 81 50 68 101 ) ,7: (0 36 47 19 8 46 17 101 ) ,8: (0 39 23 67 55 25 101 ) ,9: (0 40 53 26 101 ) ,10: (0 45 83 84 60 89 101 ) ,11: (0 52 99 94 96 101 ) ,12: (0 59 5 61 85 37 93 101 ) ,13: (0 62 11 90 10 101 ) ,14: (0 63 64 49 48 101 ) ,15: (0 65 71 9 66 1 101 ) ,16: (0 69 30 51 20 32 70 101 ) ,17: (0 72 75 22 74 58 101 ) ,18: (0 82 18 6 101 ) ,19: (0 92 42 15 87 57 97 13 101 ) ,20: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs115perc;true;1: (0 2 21 73 41 56 4 101 ) ,2: (0 12 76 79 3 54 24 80 101 ) ,3: (0 14 44 38 43 101 ) ,4: (0 27 31 88 7 101 ) ,5: (0 28 29 78 34 35 101 ) ,6: (0 33 81 50 68 77 101 ) ,7: (0 36 47 19 8 46 17 101 ) ,8: (0 39 23 67 55 25 101 ) ,9: (0 40 53 26 101 ) ,10: (0 45 83 84 60 89 101 ) ,11: (0 52 99 94 96 101 ) ,12: (0 59 5 61 85 37 93 101 ) ,13: (0 62 11 90 10 101 ) ,14: (0 63 64 49 48 101 ) ,15: (0 65 71 9 66 1 101 ) ,16: (0 69 30 51 20 32 70 101 ) ,17: (0 72 75 22 74 58 101 ) ,18: (0 82 18 6 101 ) ,19: (0 92 42 15 87 57 97 13 101 ) ,20: (0 95 98 16 86 91 100 101 ) ,
Rdp101;1vehc1pcs120perc;true;1: (0 2 21 73 41 56 4 101 ) ,2: (0 12 76 79 3 54 24 80 101 ) ,3: (0 14 44 38 43 101 ) ,4: (0 27 31 88 7 101 ) ,5: (0 28 29 78 34 35 101 ) ,6: (0 33 81 50 68 77 101 ) ,7: (0 36 47 19 8 46 17 101 ) ,8: (0 39 23 67 55 25 101 ) ,9: (0 40 26 101 ) ,10: (0 45 83 84 60 89 101 ) ,11: (0 52 99 94 96 101 ) ,12: (0 53 101 ) ,13: (0 59 5 61 85 37 93 101 ) ,14: (0 62 11 90 10 101 ) ,15: (0 63 64 49 48 101 ) ,16: (0 65 71 9 66 1 101 ) ,17: (0 69 30 51 20 32 70 101 ) ,18: (0 72 75 22 74 58 101 ) ,19: (0 82 18 6 101 ) ,20: (0 92 42 15 87 57 97 13 101 ) ,21: (0 95 98 16 86 91 100 101 ) ,
Rdp101.Q50;1vehc1pcs0perc;true;1: (0 2 75 41 74 101 ) ,2: (0 5 83 84 60 101 ) ,3: (0 12 54 24 101 ) ,4: (0 14 15 57 97 101 ) ,5: (0 18 48 101 ) ,6: (0 21 73 22 56 101 ) ,7: (0 23 55 25 101 ) ,8: (0 27 52 101 ) ,9: (0 28 40 26 101 ) ,10: (0 29 78 80 101 ) ,11: (0 30 90 32 101 ) ,12: (0 31 88 101 ) ,13: (0 33 9 34 35 101 ) ,14: (0 36 47 19 101 ) ,15: (0 39 4 101 ) ,16: (0 42 44 38 43 101 ) ,17: (0 45 46 101 ) ,18: (0 51 66 1 101 ) ,19: (0 53 58 101 ) ,20: (0 59 98 99 6 101 ) ,21: (0 62 11 10 101 ) ,22: (0 63 64 49 101 ) ,23: (0 65 71 20 70 101 ) ,24: (0 69 81 50 101 ) ,25: (0 72 67 101 ) ,26: (0 76 68 101 ) ,27: (0 79 3 77 101 ) ,28: (0 82 7 8 89 101 ) ,29: (0 85 37 101 ) ,30: (0 86 17 101 ) ,31: (0 87 13 101 ) ,32: (0 92 16 91 93 101 ) ,33: (0 94 96 101 ) ,34: (0 95 61 100 101 ) ,
Rdp101.Q50;1vehc1pcs5perc;true;1: (0 2 40 26 101 ) ,2: (0 5 61 6 101 ) ,3: (0 8 48 101 ) ,4: (0 12 54 24 101 ) ,5: (0 14 38 43 101 ) ,6: (0 21 73 22 101 ) ,7: (0 23 55 25 101 ) ,8: (0 27 101 ) ,9: (0 28 101 ) ,10: (0 29 78 80 101 ) ,11: (0 30 90 32 101 ) ,12: (0 31 88 101 ) ,13: (0 33 9 34 35 101 ) ,14: (0 36 47 19 101 ) ,15: (0 39 4 101 ) ,16: (0 44 16 84 60 101 ) ,17: (0 45 46 101 ) ,18: (0 51 66 1 101 ) ,19: (0 52 18 89 101 ) ,20: (0 53 58 101 ) ,21: (0 59 42 15 57 101 ) ,22: (0 62 11 10 101 ) ,23: (0 63 64 49 101 ) ,24: (0 65 71 20 70 101 ) ,25: (0 67 56 74 101 ) ,26: (0 69 81 50 101 ) ,27: (0 72 75 41 101 ) ,28: (0 76 68 101 ) ,29: (0 79 3 77 101 ) ,30: (0 83 82 7 101 ) ,31: (0 85 37 101 ) ,32: (0 87 13 101 ) ,33: (0 92 86 17 101 ) ,34: (0 94 96 101 ) ,35: (0 95 97 91 100 101 ) ,36: (0 98 99 93 101 ) ,
Rdp101.Q50;1vehc1pcs10perc;true;1: (0 2 87 101 ) ,2: (0 5 61 6 101 ) ,3: (0 8 48 101 ) ,4: (0 12 54 24 101 ) ,5: (0 13 58 101 ) ,6: (0 14 38 43 101 ) ,7: (0 21 73 22 101 ) ,8: (0 23 55 25 101 ) ,9: (0 27 101 ) ,10: (0 28 53 101 ) ,11: (0 29 78 80 101 ) ,12: (0 30 90 32 101 ) ,13: (0 31 88 101 ) ,14: (0 33 9 34 35 101 ) ,15: (0 36 47 19 101 ) ,16: (0 39 4 101 ) ,17: (0 40 26 101 ) ,18: (0 44 16 84 60 101 ) ,19: (0 45 46 101 ) ,20: (0 51 66 1 101 ) ,21: (0 52 18 89 101 ) ,22: (0 59 42 15 57 101 ) ,23: (0 62 11 10 101 ) ,24: (0 63 64 49 101 ) ,25: (0 65 71 20 70 101 ) ,26: (0 67 56 74 101 ) ,27: (0 69 81 50 101 ) ,28: (0 72 75 41 101 ) ,29: (0 76 68 101 ) ,30: (0 79 3 77 101 ) ,31: (0 83 82 7 101 ) ,32: (0 85 37 101 ) ,33: (0 92 86 17 101 ) ,34: (0 94 96 101 ) ,35: (0 95 97 91 100 101 ) ,36: (0 98 99 93 101 ) ,
Rdp101.Q50;1vehc1pcs15perc;true;1: (0 2 40 53 101 ) ,2: (0 5 61 6 101 ) ,3: (0 8 48 101 ) ,4: (0 12 54 24 101 ) ,5: (0 13 58 101 ) ,6: (0 14 38 43 101 ) ,7: (0 21 73 22 101 ) ,8: (0 23 55 25 101 ) ,9: (0 27 101 ) ,10: (0 28 26 101 ) ,11: (0 29 78 80 101 ) ,12: (0 30 90 32 101 ) ,13: (0 31 88 101 ) ,14: (0 33 9 34 35 101 ) ,15: (0 36 47 19 101 ) ,16: (0 39 4 101 ) ,17: (0 44 16 84 60 101 ) ,18: (0 45 46 101 ) ,19: (0 51 66 1 101 ) ,20: (0 52 18 89 101 ) ,21: (0 59 42 15 57 101 ) ,22: (0 62 11 10 101 ) ,23: (0 63 64 49 101 ) ,24: (0 65 71 20 70 101 ) ,25: (0 67 56 74 101 ) ,26: (0 69 81 50 101 ) ,27: (0 72 75 41 101 ) ,28: (0 76 68 101 ) ,29: (0 79 3 77 101 ) ,30: (0 83 82 7 101 ) ,31: (0 85 37 101 ) ,32: (0 87 97 101 ) ,33: (0 92 86 17 101 ) ,34: (0 94 96 101 ) ,35: (0 95 98 91 100 101 ) ,36: (0 99 93 101 ) ,
